33.7680065,66.2385139
11.24488255,-72.5160988093715
28.0000272,2.9999825
-14.30063095,-170.695974791655
42.5407167,1.5732033
-11.8775768,17.5691241
17.079128,-61.8222516
-34.9964963,-64.9672817
4.4923898,-75.7396016646567
12.5013629,-69.9618475
-24.7761086,134.755
47.2000338,13.199959
40.3936294,47.7872508
24.7736546,-78.0000547
35.2078012,72.5473968
24.4768783,90.2932426
13.1500331,-59.5250305
53.4250605,27.6971358
50.6407351,4.66696
16.8259793,-88.7600927
6.3330586,5.6221058
32.3018217,-64.7603583
27.549511,90.5119273
-17.0568696,-64.9912286
44.3053476,17.5961467
-23.1681782,24.5928742
-10.3333333,-53.2
4.4137155,114.5653908
42.6073975,25.4856617
12.0753083,-1.6880314
-3.3634357,29.8870575
16.0000552,-24.0083947
13.5066394,104.869423
4.6125522,13.1535811
61.0666922,-107.9917071
19.5417212,-80.5667132
25.2183959,55.1752385762154
15.6134137,19.0156172
-31.7613365,-71.3187697
25.4915799,-98.9811115045569
39.8871676,8.6026857

2.8894434,-73.783892
-12.2045176,44.2832964


10.2735633,-84.0739102
7.9897371,-5.5679458
45.5643442,17.0118954
23.0131338,-80.8328748
12.1845,-68.9640918594077
34.9823018,33.1451285
49.8167003,15.4749544
55.670249,10.3333283
11.85677545,42.7577845199437
15.4113138,-61.3653618
19.0974031,-70.3028026
-1.3397668,-79.3666965

13.8000382,-88.9140683
1.613172,10.5170357
25.22091845,55.1728479503109
58.7523778,25.3319078
10.2116702,38.6521203
62.19850045,-6.81741243341217
-18.1239696,179.0122737
63.2467777,25.9209164
46.603354,1.8883335
-18.6243749,-144.6434898
-0.8999695,11.6899699
13.470062,-15.4900464
32.3293809,-83.1137366
51.0834196,10.4234469
8.0300284,-1.0800271
38.9953683,21.9877132
71.8171799,-40.4262878367852
12.1360374,-61.6904045
13.444138,144.733626445767
15.6356088,-89.8988087
38.1440893,-77.4391124
12.100035,-14.9000214
4.88732,-58.9398798968075
19.1399952,-72.3570972
15.0610686,-84.5978534
47.1817585,19.5060937
51.38660965,0.547714867236488
22.3511148,78.6677428
-4.7993356,114.5632032

33.0955793,44.1749775
52.865196,-7.9794599
54.2358167,-4.51459874569825
30.8760272,35.0015196
42.6384261,12.674297
18.1850507,-77.3947693
36.5748441,139.2394179
31.1667049,36.941628
47.2286086,65.2093197
1.4419683,38.4313975
0.4483283,-171.6645388


29.2733964,47.4979476
41.5089324,74.724091
16.5848133,104.7616493
56.8406494,24.7537645
40.3429683,-76.4233816
-29.6039267,28.3350193
5.7499721,-9.3658524
26.8234472,18.1236723
47.1416307,9.5531527
55.3500003,23.7499997
49.8158683,6.1296751

-18.78295335,46.7119260933426
-13.2687204,33.9301963
2.3923759,112.8471939
25.2258151,55.1830144241155
16.3700359,-2.2900239
35.8885993,14.4476911
9.0,168.0
25.21534785,55.167825505776
-20.2759451,57.5703566
19.4326009,-99.1333416

47.286747,28.5110236
43.63071345,7.47616101640138
46.8250388,103.8499736
-29.6826112,-51.4687455
31.1728192,-7.3366043
19.058889,-96.254167
17.1750495,95.9999652
-23.2335499,17.3231107
28.1083929,84.0917139
52.2379891,5.53460738161551
-21.3019905,165.4880773
-41.5000831,172.8344077
12.3724928,-84.8700308
17.7356214,9.3238432
9.6000359,7.9999721
14.1490205,145.213452483189
64.5731537,11.5280364395482
25.22789295,55.1766685144623
30.3308401,71.247499
42.5717989,2.9600905
8.3096067,-81.3066246
-5.6816069,144.2489081
-23.3165935,-58.1693445
41.3272919,-89.1287636
12.7503486,122.7312101
52.0977181,19.0258159
40.033265,-7.8896263
18.22141715,-66.4132818505648
25.22803095,55.17332793087
45.9852129,24.6859225
64.6863136,97.7453061
-1.9646631,30.0644358
40.8187372,-124.1864518
43.9458623,12.458306
0.8875498,6.9648718
13.9688165,121.5250871
14.4750607,-14.4529612
44.1534121,20.55144
25.2244645,55.1828800434721
8.6400349,-11.8400269
1.2904753,103.8520359
18.0423736,-63.0549948
48.7411522,19.4528646
45.8133113,14.4808369
-9.7354344,162.8288542
-13.180556,15.266667
-28.8166236,24.991639
7.8699431,29.6667897
40.0028028,-4.003104
7.878,80.7038245875
17.3462278,-62.7687277
13.8250489,-60.975036
18.0814066,-63.0467131
12.90447,-61.2765569
14.5844444,29.4917691
4.1413025,-56.0771187
25.21654865,55.1817757073355
59.6749712,14.5208584
46.7985624,8.2319736
34.6401861,39.0494106
38.6281733,70.8156541
-6.5247123,35.7878438
14.8971921,100.83273
-6.3284839,106.9551755
8.7800265,1.0199765
-19.9160819,-175.2026424
10.8677845,-60.9821067
33.8439408,9.400138
38.9597594,34.9249653
39.3763807,59.3924609
21.7214683,-71.6201783
-7.768959,178.1167698
1.5333554,32.2166578
49.4871968,31.2718321
24.0002488,53.9994829
25.2232283,55.1594933008754
39.7837304,-100.4458825
-32.8755548,-56.0201525
41.32373,63.9528098
-16.5255069,168.1069154
9.7887018,-63.1982373
13.2904027,108.4265113

-23.328398,32.8066057

-14.5186239,27.5599164
-18.4554963,29.7468414
